school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
ANGLICAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
ANGLICAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
ANGLICAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
ANGLICAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na
ANGLICAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENTREPRENEURSHIP,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,LIBRARY COUNCIL,LIBRARY
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,CANOEING,CANOEING
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,CROSS COUNTRY,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,HOCKEY,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,RUGBY,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SQUASH,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SWIMMING,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TRACK AND FIELD,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,WATER POLO,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BOWLING,BOWLING
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,GOLF,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,UNIFORMED GROUPS,BOYS' BRIGADE,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATE AND ORATORICAL SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMMUNITY SERVICE (FIRST AID),FIRST-AID UNIT
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMMUNITY SERVICE (ROTARY-SPONSORED),INTERACT CLUB
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,PHOTOGRAPHY,PHOTOGRAPHIC SOCIETY
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA RESOURCE
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,PHYSICAL SPORTS,BADMINTON,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,PHYSICAL SPORTS,HOCKEY,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,PHYSICAL SPORTS,RUGBY,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,PHYSICAL SPORTS,SWIMMING,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,PHYSICAL SPORTS,TENNIS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,PHYSICAL SPORTS,WATER POLO,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,PHYSICAL SPORTS,BOWLING,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,UNIFORMED GROUPS,SCOUTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATES
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY,CLUBS AND SOCIETIES,PUBLICATION,DIGITAL MEDIA
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,STRING ORCHESTRA
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,JUNIOR VIBEZ
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,CHESS CLUB
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,SCIENCE CLUB
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,PHYSICAL SPORTS,RUGBY,RUGBY
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,PHYSICAL SPORTS,SAILING,SAILING
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,PHYSICAL SPORTS,TENNIS,TENNIS
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,PHYSICAL SPORTS,BOWLING,TEN-PIN BOWLING
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,THE BOYS' BRIGADE
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,UNIFORMED GROUPS,SCOUTS,CADET SCOUTS
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,BOWLING,BOWLING
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),COMPUTER CLUB
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,RUGBY,RUGBY
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,SOFTBALL,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,SWIMMING,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,TENNIS,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,BOYS' BRIGADE
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,UNIFORMED GROUPS,SCOUTS,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,SYNERGY
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,PA CLUB
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,CHESS CLUB
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
ANGLO-CHINESE SCHOOL (PRIMARY),PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,SCIENCE CLUB
ANGSANA PRIMARY SCHOOL,PRIMARY,OTHERS,STUDENT LEADERSHIP (PREFECT),na
ANGSANA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
ANGSANA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,NETBALL
ANGSANA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
ANGSANA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,WUSHU
ANGSANA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS
ANGSANA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
ANGSANA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
ANGSANA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND
ANGSANA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFORMATION COMMUNICATION CLUB
ANGSANA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,YOUNG EXPLORERS
ASSUMPTION ENGLISH SCHOOL,SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH
ASSUMPTION ENGLISH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,PHYSICAL SPORTS,JUDO,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
ASSUMPTION ENGLISH SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE ENSEMBLE
ASSUMPTION ENGLISH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
ASSUMPTION PATHWAY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
ASSUMPTION PATHWAY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,na
ASSUMPTION PATHWAY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
ASSUMPTION PATHWAY SCHOOL,SECONDARY,PHYSICAL SPORTS,SEPAKTAKRAW,SEPAK TAKRAW
ASSUMPTION PATHWAY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
ASSUMPTION PATHWAY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
ASSUMPTION PATHWAY SCHOOL,SECONDARY,PHYSICAL SPORTS,TCHOUKBALL,TCHOUKBALL
ASSUMPTION PATHWAY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,PERCUSSION ENSEMBLE,PERCUSSION BAND
ASSUMPTION PATHWAY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE CLUB
ASSUMPTION PATHWAY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE CLUB
ASSUMPTION PATHWAY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
ASSUMPTION PATHWAY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AV CREW
BARTLEY SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE CLUB,MERIT (MEDIA RESOURCE & IT) CLUB
BARTLEY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE-MODERN
BARTLEY SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENTREPRENEURSHIP,na
BARTLEY SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,SERVICE LEARNING CLUB
BARTLEY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,ENSEMBLE-GUZHENG
BARTLEY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
BARTLEY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
BARTLEY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SEPAKTAKRAW,na
BARTLEY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
BARTLEY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
BARTLEY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
BARTLEY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH
BARTLEY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (AIR),na
BARTLEY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
BARTLEY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
BARTLEY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - MILITARY,BAND-CONCERT
BARTLEY SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INNOVATION AND ENTERPRISE CLUB,CURIOSTE
BEACON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
BEACON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
BEACON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
BEACON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
BEACON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,na
BEACON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ADVENTURE CLUB (ODAC)
BEACON PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
BEACON PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
BEACON PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,PERCUSSION ENSEMBLE,na
BEACON PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
BEACON PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
BEACON PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,UKULELE ENSEMBLE,na
BEACON PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
BEACON PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
BEACON PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENTAL SCIENCE CLUB
BEATTY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
BEATTY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,CANOEING,CANOEING
BEATTY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
BEATTY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
BEATTY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
BEATTY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
BEATTY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
BEATTY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS
BEATTY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
BEATTY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (LAND)
BEATTY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
BEATTY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA
BEATTY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
BEATTY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE
BEATTY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA CLUB
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,na
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,CUB SCOUTS
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG ENSEMBLE
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA CLUB
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
BEDOK GREEN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM AND JOURNALISM CLUB
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART & CRAFT
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,YOUTH FLYING CLUB
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENT CLUB
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ADVENTURE CLUB
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CULTURAL DANCE,ETHNIC DANCE
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,INFOCOMM CLUB
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,DANCE SOCIETY
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,SCIENCE & ENVIRONMENT CLUB
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NPCC
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NCC (LAND)
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NCDCC
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,SYMPHONIC BAND
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,PA CLUB
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM AND MEDIA CLUB
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
BEDOK SOUTH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (BOYS)
